	name	full_name	X	y	mean_VEC	VEC_dif	mean_electronegativity	electronegativity_dif	atom_radius_dif	a2	melting_point_dif	Smix	aomiga	Hmix	Hmix_dif	Hmix_z	Hmix_p	Hmix_n	phase	label
743	Fe36Ni18Mn33Al13C1.26	C1.26Al13.0Mn33.0Fe36.0Ni18.0	2.25201	0.54629	7.4304	0.27139	1.75553	0.10019	0.07093	0.01214	0.2739	0.01133	1.50428	-12.39259	3.16E+23	3.72E+23	0	3.72E+23	IM	3
744	TiCr1.5FeNiCuAl	Al19.7Ti19.7Cr1.5Fe19.7Ni19.7Cu19.7	2.6902	0.83668	7.182	0.44094	1.75653	0.08702	0.0717	0.01421	0.23734	0.01383	1.2551	-17.22962	4.63E+23	5.25E+23	1.28E+23	5.10E+23	BCC+FCC	5
746	Al0.8CrFe1.5MnNi0.5	Al0.8Cr48.6Mn48.6Fe1.5Ni0.5	4.33632	0.85496	6.512	0.10138	1.60994	0.03997	0.03989	0.00086	0.18252	0.0069	10.12821	1.2542	6.44E+22	6.87E+22	3.82E+22	5.71E+22	BCC	0
747	MoNbTiV0.8Zr	Ti24.8V0.8Zr24.8Nb24.8Mo24.8	3.24321	0.80904	4.752	0.17385	1.65728	0.18448	0.06037	0.01206	0.16567	0.01182	11.40218	-2.51571	7.25E+22	7.72E+22	3.31E+22	6.97E+22	BCC	0
748	Al0.9CrCuFeNi	Al0.9Cr24.775Fe24.775Ni24.775Cu24.775	37.48477	0.85306	8.69825	0.22847	1.82306	0.0558	0.01778	0.00305	0.17107	0.01185	4.88616	4.27245	1.96E+23	2.06E+23	1.85E+23	9.09E+22	BCC+FCC+IM	12
749	Al0.4CoCrFeMnNiV	Al0.4V16.599999999999998Cr16.599999999999998Mn16.599999999999998Fe16.599999999999998Co16.599999999999998Ni16.599999999999998	13.16577	0.85397	7.482	0.23094	1.7428	0.07808	0.03381	0.00767	0.13352	0.01505	3.61282	-7.75286	1.58E+23	1.80E+23	1.29E+22	1.80E+23	IM	3
750	Al10HfNbTiZr	Al10.0Ti22.5Zr22.5Nb22.5Hf22.5	5.33177	0.88344	4.125	0.13484	1.45925	0.09107	0.04953	0.00871	0.23523	0.01308	2.93542	-9.765	3.26E+23	3.42E+23	4.46E+22	3.39E+23	IM	3
751	Al0.15CrFe1.5Ni0.5	Al0.15Cr97.85Fe1.5Ni0.5	30.35122	0.85282	6.0455	0.06437	1.66372	0.0163	0.00574	0.00017	0.03355	0.001	8.45607	-0.25666	2.05E+22	2.13E+22	0	2.13E+22	BCC	0
752	Al40CoCrCuFeMnNiTiV	Al40.0Ti7.5V7.5Cr7.5Mn7.5Fe7.5Co7.5Ni7.5Cu7.5	3.98942	0.83768	5.7	0.49653	1.6865	0.07767	0.06327	0.01184	0.32788	0.01597	1.27511	-18.285	3.96E+23	4.91E+23	7.53E+22	4.85E+23	BCC+IM	8
753	Ti2ZrHf0.5VNb0.25	Ti2.0V48.625Zr48.625Nb0.25Hf0.5	0.72441	0.8089	4.48875	0.11136	1.4806	0.10052	0.0971	0.00141	0.02606	0.00683	3.80713	-3.86509	1.89E+22	6.60E+22	4.74E+21	6.58E+22	BCC	0
755	Al0.2Co1.5CrFeNi1.5Ti	Al0.2Ti32.266666666666666Cr32.266666666666666Fe32.266666666666666Co1.5Ni1.5	1.7123	0.83599	6.099	0.28231	1.68308	0.07303	0.07737	0.01303	0.08238	0.01025	1.67591	-12.03867	1.78E+23	2.50E+23	0	2.50E+23	FCC+IM	9
756	AlCoCrCuFeNiV	Al14.285714285714286V14.285714285714286Cr14.285714285714286Fe14.285714285714286Co14.285714285714286Ni14.285714285714286Cu14.285714285714286	6.56886	0.85446	7.42857	0.35875	1.77429	0.07045	0.04963	0.01176	0.24085	0.01618	3.56507	-7.7551	2.81E+23	2.94E+23	1.20E+23	2.69E+23	FCC+BCC	5
757	AlCoCrCuFeNi	Al16.666666666666668Cr16.666666666666668Fe16.666666666666668Co16.666666666666668Ni16.666666666666668Cu16.666666666666668	5.32445	0.85426	7.83333	0.34109	1.79833	0.06622	0.0529	0.01294	0.2407	0.0149	5.08239	-4.77778	2.81E+23	2.87E+23	1.42E+23	2.50E+23	BCC+FCC+IM	12
758	CoCrFeNiAl	Al20.0Cr20.0Fe20.0Co20.0Ni20.0	3.99392	0.8543	7.2	0.34471	1.778	0.06781	0.05788	0.01387	0.24259	0.01338	1.82898	-12.32	2.37E+23	2.90E+23	0	2.90E+23	BCC	0
759	Co25Ni25Fe25Al7.5Cu17.5	Al7.5Fe25.0Co25.0Ni25.0Cu17.5	8.48063	0.85351	8.9	0.22161	1.85825	0.04139	0.03885	0.00747	0.15562	0.0128	30.87813	-0.6775	2.35E+23	2.35E+23	1.38E+23	1.90E+23	FCC	1
760	TiCr2NiCuAl	Al24.5Ti24.5Cr2.0Ni24.5Cu24.5	2.50567	0.8419	6.98	0.50183	1.7384	0.09525	0.06952	0.01053	0.26029	0.01211	0.80709	-22.5645	4.89E+23	6.17E+23	6.22E+22	6.14E+23	BCC+FCC	5
761	CoCrFeNi0.5CuAl	Al19.9Cr19.9Fe19.9Co19.9Ni0.5Cu19.9	4.35677	0.85456	7.413	0.36786	1.77667	0.0667	0.05583	0.01323	0.2645	0.01358	8.27896	-2.64192	2.75E+23	2.78E+23	1.67E+23	2.22E+23	BCC+FCC	5
762	Nb0.5TaTiZr1.5	Ti49.0Zr1.5Nb0.5Ta49.0	22.30363	0.88159	4.495	0.11123	1.51755	0.02041	0.01715	0.00119	0.25698	0.00656	16.00348	1.0694	5.73E+21	1.56E+22	1.56E+22	0	BCC	0
763	CuGeLi2	Li2.0Cu49.0Ge49.0	6.14999	0.79771	7.37	0.48607	1.9355	0.07593	0.03241	0.00292	0.10807	0.00646	0.65046	-12.593	1.35E+23	3.77E+23	0	3.77E+23	IM	3
764	Al85.7Mg10Zn2Cu2Si0.3	Mg10.0Al85.7Si0.3Cu2.0Zn2.0	2.70306	0.70836	3.243	0.52908	1.58747	0.06442	0.04062	0.00612	0.08559	0.00446	4.29	-0.97548	8.61E+22	9.76E+22	1.02E+22	9.71E+22	IM	3
765	AlCuNiTi	Al25.0Ti25.0Ni25.0Cu25.0	2.405	0.842	7	0.50508	1.74	0.09591	0.06924	0.01001	0.25716	0.01153	0.73894	-23.25	4.90E+23	6.32E+23	4.86E+22	6.30E+23	FCC	1
766	Ti45Cu25Ni15Sn3Be7Zr5	Be7.0Ti45.0Ni15.0Cu25.0Zr5.0Sn3.0	1.32413	0.67868	6.51	0.52385	1.6897	0.1155	0.0948	0.01551	0.19377	0.0119	0.95594	-21.198	4.15E+23	5.41E+23	5.10E+22	5.38E+23	AM	4
767	CoCuFeMnNiSn0.10	Mn19.98Fe19.98Co19.98Ni19.98Cu19.98Sn0.1	12.30257	0.74035	8.995	0.15812	1.81415	0.07434	0.03304	0.0074	0.10724	0.01343	12.46623	1.76208	1.59E+23	1.61E+23	1.36E+23	8.59E+22	FCC+IM	9
768	Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.2	C0.2Cr19.96Mn19.96Fe19.96Co19.96Ni19.96	9.76526	0.57799	7.992	0.17819	1.76757	0.08067	0.03714	0.00814	0.13901	0.01347	5.34347	-4.55535	1.27E+23	1.39E+23	1.60E+22	1.38E+23	FCC	1
769	Ti40Zr10Ni40Co5Cu5	Ti40.0Co5.0Ni40.0Cu5.0Zr10.0	1.22426	0.75965	7	0.43095	1.702	0.12489	0.09261	0.01241	0.09314	0.0105	0.56555	-34.1	4.43E+23	7.06E+23	2.53E+22	7.06E+23	IM	3
770	Al2CoCrCu0.5FeNi	Al2.0Cr24.375Fe24.375Co24.375Ni24.375Cu0.5	27.70236	0.85287	8.15875	0.2019	1.8162	0.0551	0.02108	0.00254	0.12108	0.01231	4.94797	-4.60362	1.06E+23	1.23E+23	2.61E+22	1.20E+23	IM	3
771	Al1.2CrCuFeNi2	Al1.2Cr32.266666666666666Fe32.266666666666666Ni2.0Cu32.266666666666666	25.78283	0.85318	8.30267	0.25502	1.79669	0.05705	0.01989	0.00265	0.19393	0.0102	1.90138	9.504	1.83E+23	2.39E+23	2.34E+23	4.87E+22	FCC+BCC	5
772	Nd60Al10Ni10Cu10Fe10	Al10.0Fe10.0Ni10.0Cu10.0Nd60.0	0.7606	0.74478	5	0.6261	1.409	0.24004	0.11586	0.01619	0.17304	0.01021	0.62609	-22.12	4.77E+23	7.12E+23	7.38E+22	7.08E+23	AM	4
773	AlCoCrFeNiV1.0	Al19.8V1.0Cr19.8Fe19.8Co19.8Ni19.8	4.12801	0.85431	7.178	0.34539	1.77652	0.06803	0.05763	0.01377	0.24245	0.01371	1.84869	-12.52627	2.38E+23	2.92E+23	0	2.92E+23	BCC	0
774	Mg50AlCuMnZn	Mg50.0Al12.5Mn12.5Cu12.5Zn12.5	1.61174	0.78725	5.125	0.78315	1.49375	0.13825	0.08458	0.0117	0.24771	0.01153	11.81116	-1	2.68E+23	2.70E+23	1.81E+23	2.00E+23	FCC	1
775	Al86Y4.5Ni8La1.5	Al86.0Ni8.0Y4.5La1.5	0.77727	0.63539	3.56	0.53344	1.6088	0.08327	0.07558	0.01201	0.26103	0.00444	0.31892	-14.4736	4.05E+23	7.38E+23	0	7.38E+23	AM	4
776	AlCoFeNiTi	Al20.0Ti20.0Fe20.0Co20.0Ni20.0	2.39396	0.83649	6.8	0.40966	1.754	0.08553	0.07476	0.01457	0.21919	0.01338	0.8293	-26.4	4.36E+23	5.72E+23	0	5.72E+23	BCC	0
777	AlCrCuFeNi	Al20.0Cr20.0Fe20.0Ni20.0Cu20.0	4.20777	0.85452	7.6	0.3777	1.782	0.06968	0.05639	0.01331	0.26487	0.01338	5.35882	-4	2.93E+23	2.98E+23	1.64E+23	2.49E+23	FCC+BCC	5
778	Zr0.6CoCrFeNi2.0	Cr32.46666666666667Fe32.46666666666667Co32.46666666666667Ni2.0Zr0.6	20.04122	0.74798	7.69133	0.16972	1.78964	0.05642	0.02236	0.00162	0.0966	0.01002	5.65831	-3.39486	8.84E+22	1.02E+23	0	1.02E+23	FCC+IM	9
779	AlCrMnNbV	Al20.0V20.0Cr20.0Mn20.0Nb20.0	5.08022	0.86372	5.2	0.25512	1.61	0.02257	0.05132	0.01071	0.32724	0.01338	2.10502	-12.16	2.07E+23	2.53E+23	1.51E+22	2.53E+23	IM	3
780	Fe20Co23Ni17Cr20Mn20	Cr20.0Mn20.0Fe20.0Co23.0Ni17.0	12.4451	0.91179	7.97	0.17336	1.7651	0.07791	0.03274	0.00782	0.11875	0.01334	6.02305	-3.992	8.53E+22	9.93E+22	1.61E+22	9.80E+22	FCC	1
781	Al0.11CoCrFeMnNi	Al0.11Cr19.978Mn19.978Fe19.978Co19.978Ni19.978	12.29684	0.8536	7.9945	0.17801	1.76583	0.07837	0.03306	0.00791	0.12006	0.01344	5.7307	-4.22205	9.07E+22	1.05E+23	1.61E+22	1.04E+23	BCC+FCC+IM	12
782	AlCoCrCuMnFe	Al16.666666666666668Cr16.666666666666668Mn16.666666666666668Fe16.666666666666668Co16.666666666666668Cu16.666666666666668	5.20764	0.85499	7.33333	0.34015	1.73833	0.07884	0.05349	0.0119	0.24533	0.0149	6.29034	-3.77778	2.74E+23	2.79E+23	1.45E+23	2.38E+23	IM	3
783	AlCoCr0.7FeNi	Al24.825Cr0.7Fe24.825Co24.825Ni24.825	3.03084	0.85465	7.4895	0.35864	1.80647	0.0652	0.06237	0.01358	0.23358	0.01179	1.34524	-13.7111	2.81E+23	3.59E+23	0	3.59E+23	FCC	1
784	Pd77.5Cu6Si16.5	Si16.5Cu6.0Pd77.5	1.42175	0.83086	9.07	0.24984	2.1325	0.05875	0.06231	0.00766	0.06635	0.00552	0.31142	-31.4889	3.79E+23	8.15E+23	0	8.15E+23	AM	4
785	AlNbTiVZr1.5	Al24.625Ti24.625V24.625Zr1.5Nb24.625	6.64986	0.80657	4.24625	0.19393	1.59102	0.02911	0.04248	0.00903	0.33392	0.012	1.4287	-16.41626	2.98E+23	3.66E+23	2.04E+22	3.65E+23	IM	3
786	CoFeMnTiV0.4Zr	Ti19.919999999999998V0.4Mn19.919999999999998Fe19.919999999999998Co19.919999999999998Zr19.919999999999998	1.38373	0.75656	6.3944	0.32167	1.62602	0.12486	0.09892	0.02074	0.10999	0.01354	1.11352	-22.3104	3.90E+23	4.78E+23	0	4.78E+23	IM	3
787	AlCoCrCuNiTiY	Al14.285714285714286Ti14.285714285714286Cr14.285714285714286Co14.285714285714286Ni14.285714285714286Cu14.285714285714286Y14.285714285714286	0.87646	0.66372	6.57143	0.48023	1.67429	0.13871	0.13587	0.0321	0.22631	0.01618	1.39821	-19.34694	5.05E+23	5.52E+23	1.44E+23	5.33E+23	IM	3
788	Al0.5HfNbTiZr	Al0.5Ti24.875Zr24.875Nb24.875Hf24.875	4.92963	0.88369	4.24375	0.10388	1.44334	0.09	0.04878	0.0074	0.14211	0.01173	14.95255	1.82334	8.61E+22	8.84E+22	4.65E+22	7.52E+22	BCC	0
789	MoTiVZr	Ti25.0V25.0Zr25.0Mo25.0	1.96915	0.80773	4.75	0.17456	1.665	0.18367	0.07652	0.01454	0.15867	0.01153	6.59228	-4	5.01E+22	6.72E+22	0	6.72E+22	BCC	0
790	CoCrFeNiAl0.88	Al0.88Cr24.78Fe24.78Co24.78Ni24.78	58.14385	0.85277	8.2038	0.18918	1.81815	0.05404	0.01427	0.00134	0.10723	0.01184	5.22208	-4.22509	8.24E+22	1.00E+23	0	1.00E+23	BCC+FCC	5
791	HfMo0.3NbTaTiZr	Ti19.94Zr19.94Nb19.94Mo0.3Hf19.94Ta19.94	5.37601	0.84056	4.4048	0.11282	1.45612	0.08532	0.05013	0.00973	0.18863	0.01351	12.89803	2.64388	3.59E+22	4.32E+22	4.24E+22	7.97E+21	BCC	0
792	Mg65Cu7.5Ni7.5Zn5Ag5Y10	Mg65.0Ni7.5Cu7.5Zn5.0Y10.0Ag5.0	1.07758	0.67586	4.325	0.88405	1.43825	0.17378	0.09614	0.01946	0.30275	0.00996	1.50048	-7.35	2.65E+23	3.49E+23	6.38E+22	3.43E+23	AM	4
793	CoCrMoNbTi0.2	Ti0.2Cr24.95Co24.95Nb24.95Mo24.95	3.44827	0.84274	6.495	0.23136	1.82443	0.12051	0.05805	0.01008	0.18843	0.01162	2.36564	-11.7769	1.65E+23	2.07E+23	1.35E+21	2.07E+23	BCC+IM	8
794	Nd60Al10Ni10Cu20	Al10.0Ni10.0Cu20.0Nd60.0	0.72211	0.74859	5.3	0.66468	1.416	0.24538	0.11195	0.01395	0.13724	0.00905	0.43116	-27.52	3.70E+23	7.89E+23	3.13E+22	7.88E+23	AM	4
796	Al2.5CrCuFeNi	Al2.5Cr24.375Fe24.375Ni24.375Cu24.375	19.55164	0.85319	8.60625	0.24377	1.81963	0.05738	0.02499	0.00398	0.18111	0.01221	6.20011	3.44297	2.10E+23	2.15E+23	1.83E+23	1.14E+23	BCC+IM	8
797	CoCuFeNiSn0.04	Fe24.99Co24.99Ni24.99Cu24.99Sn0.04	68.55397	0.73901	9.4978	0.11826	1.88003	0.01641	0.01298	0.00247	0.10921	0.01155	3.84662	5.0016	1.44E+23	1.63E+23	1.62E+23	2.44E+22	FCC+IM	9
798	AuPdAgPtCuNi	Ni16.666666666666668Cu16.666666666666668Pd16.666666666666668Ag16.666666666666668Pt16.666666666666668Au16.666666666666668	4.7957	0.8533	10.5	0.04762	2.12667	0.1114	0.05574	0.01226	0.18587	0.0149	10.64703	-2.22222	2.19E+23	2.21E+23	1.35E+23	1.75E+23	FCC	1
799	Ni60Nb15Hf5Ti20	Ti20.0Ni60.0Nb15.0Hf5.0	1.28228	0.77124	7.75	0.35776	1.759	0.11024	0.08303	0.00881	0.19123	0.00884	0.53752	-32.28	2.85E+23	6.19E+23	1.81E+22	6.18E+23	AM	4
800	B6Co2Nb2	B6.0Co2.0Nb2.0	0.00031	0.3622	0.46	3.26663	0.192	2.86005	2.95704	0.02763	2.87818	0.0027	1.50663	-0.4144	6.54E+23	6.60E+23	0	6.60E+23	IM	3
801	NbTaTi40Zr	Ti40.0Zr20.0Nb20.0Ta20.0	5.80199	0.88248	4.4	0.11134	1.502	0.06108	0.0437	0.00981	0.2203	0.01108	12.83788	2.08	2.68E+22	3.56E+22	3.56E+22	0	BCC	0
802	TiZrNbTaMo15	Ti21.25Zr21.25Nb21.25Mo15.0Ta21.25	4.63977	0.83907	4.725	0.14956	1.59262	0.16053	0.05356	0.01199	0.19684	0.01331	39.45355	-0.87125	6.20E+22	6.24E+22	3.26E+22	5.32E+22	BCC	0
803	CoCrCuFeNiNb8	Cr18.4Fe18.4Co18.4Ni18.4Cu18.4Nb8.0	9.60881	0.85561	8.496	0.22902	1.81712	0.06009	0.03902	0.00807	0.19789	0.01463	15.82886	-1.70752	2.53E+23	2.54E+23	1.39E+23	2.12E+23	IM	3
804	Co20Cr25Fe10Mn5Ni40	Cr25.0Mn5.0Fe10.0Co20.0Ni40.0	36.05553	0.91138	8.45	0.19256	1.8155	0.06516	0.01806	0.00305	0.10849	0.01176	4.48739	-4.84	8.10E+22	1.07E+23	8.77E+21	1.07E+23	FCC	1
805	Al80Li5Mg5Zn5Sn5	Li5.0Mg5.0Al80.0Zn5.0Sn5.0	4.22772	0.84927	3.35	0.61376	1.583	0.10909	0.03912	0.00634	0.16236	0.00647	10.68734	-0.53	1.33E+23	1.35E+23	6.83E+22	1.16E+23	IM	3
806	Al5CuTi2	Al5.0Ti2.0Cu93.0	2.35939	0.8621	10.46	0.18852	1.8783	0.04235	0.03229	0.00365	0.09299	0.00246	3.39963	-0.9756	7.67E+22	8.41E+22	0	8.41E+22	IM	3
807	Fe50Mn30Co10Cr10	Cr10.0Mn30.0Fe50.0Co10.0	6.51021	0.912	7.6	0.10526	1.734	0.07617	0.03862	0.00608	0.10858	0.00971	18.53343	-0.92	4.08E+22	4.38E+22	1.43E+22	4.15E+22	FCC+HCP	7
808	Al0.02CoCrFeMnNi	Al0.02Cr19.996000000000002Mn19.996000000000002Fe19.996000000000002Co19.996000000000002Ni19.996000000000002	12.40823	0.8536	7.999	0.177	1.76597	0.07835	0.03285	0.00785	0.11919	0.01339	5.78136	-4.17129	8.88E+22	1.03E+23	1.61E+22	1.02E+23	FCC	1
809	Mo0.5NbTiV0.3Zr	Ti33.06666666666667V0.3Zr33.06666666666667Nb33.06666666666667Mo0.5	3.64145	0.81065	4.34367	0.11174	1.49377	0.08357	0.05105	0.00816	0.15259	0.00949	8.67178	2.49058	3.68E+22	4.88E+22	4.71E+22	1.30E+22	BCC	0
810	Cu0.5NiCoCrAl0.5Fe2	Al0.5Cr32.333333333333336Fe2.0Co32.333333333333336Ni32.333333333333336Cu0.5	89.92925	0.85284	8.31333	0.20771	1.81632	0.06106	0.01065	0.00079	0.11459	0.0102	3.92735	-4.89026	8.56E+22	1.14E+23	2.22E+22	1.11E+23	FCC	1
811	Co30Cr10Fe10Al18Ni32	Al18.0Cr10.0Fe10.0Co30.0Ni32.0	4.04851	0.85417	7.84	0.32405	1.814	0.06556	0.05541	0.01281	0.21782	0.01243	1.64428	-12.4768	2.58E+23	3.21E+23	0	3.21E+23	FCC+BCC	5
812	Cu0.5NiCoCrAl0.5Fe3	Al0.5Cr32.0Fe3.0Co32.0Ni32.0Cu0.5	91.26583	0.85283	8.31	0.20682	1.81645	0.06075	0.01068	0.00082	0.11419	0.01041	4.04499	-4.8437	8.58E+22	1.13E+23	2.24E+22	1.10E+23	FCC	1
814	Zr66Al9Cu16Ni9	Al9.0Ni9.0Cu16.0Zr66.0	0.89141	0.76756	5.57	0.5297	1.4986	0.16466	0.09661	0.01272	0.21929	0.00832	0.47866	-32.352	3.20E+23	6.94E+23	1.87E+22	6.93E+23	AM	4
815	Al1.5CoCrCuFeNi	Al1.5Cr19.7Fe19.7Co19.7Ni19.7Cu19.7	33.82672	0.85309	8.713	0.21202	1.83261	0.05214	0.02022	0.00353	0.15858	0.01383	10.2927	2.36006	1.82E+23	1.85E+23	1.55E+23	1.00E+23	FCC+BCC	5
816	Mn2Cr2Fe2Ni2Cu	Cr2.0Mn2.0Fe2.0Ni2.0Cu92.0	31.20302	0.91206	10.74	0.09087	1.887	0.0315	0.01019	0.00127	0.10039	0.00324	1.87931	2.4032	1.03E+23	1.31E+23	1.31E+23	1.13E+22	FCC	1
818	B2NiTa	B2.0Ni49.0Ta49.0	0.8401	0.57729	7.41	0.34464	1.7117	0.12169	0.08769	0.00554	0.30868	0.00646	0.52371	-30.9092	7.41E+22	4.44E+23	0	4.44E+23	IM	3
819	Cr9Mo21Ni20	Cr9.0Ni20.0Mo21.0	0.01429	0.88382	3.8	0.79559	0.985	0.71935	0.70987	0.07843	0.77902	0.0072	4.9284	-1.68	8.34E+22	1.08E+23	0	1.08E+23	IM	3
820	AlCoCr0.3FeNi	Al24.925Cr0.3Fe24.925Co24.925Ni24.925	2.98974	0.85465	7.4955	0.35885	1.80706	0.06511	0.06245	0.01354	0.23307	0.01166	1.32614	-13.73343	2.82E+23	3.61E+23	0	3.61E+23	FCC	1
821	Cu0.5NiAlCoCrFeSi	Al16.583333333333332Si16.583333333333332Cr16.583333333333332Fe16.583333333333332Co16.583333333333332Ni16.583333333333332Cu0.5	3.46294	0.79041	6.68833	0.38458	1.79884	0.06615	0.06599	0.01494	0.22148	0.01508	0.93957	-27.01093	5.03E+23	6.04E+23	2.37E+22	6.03E+23	AM	4
822	Fe28Ni18Mn33Al21	Al21.0Mn33.0Fe28.0Ni18.0	3.44047	0.85572	6.98	0.32856	1.7058	0.08648	0.05731	0.01062	0.21254	0.0113	1.26992	-13.4844	2.64E+23	3.53E+23	0	3.53E+23	IM	3
823	AlCoCrCuNiTi	Al16.666666666666668Ti16.666666666666668Cr16.666666666666668Co16.666666666666668Ni16.666666666666668Cu16.666666666666668	3.12959	0.84045	7.16667	0.42182	1.75	0.08628	0.069	0.01608	0.24529	0.0149	1.47632	-16.66667	4.27E+23	4.76E+23	1.02E+23	4.65E+23	BCC	0
824	La62Al14Cu16.67Ag3.33Ni2Co2	Al14.0Co2.0Ni2.0Cu16.67Ag3.33La62.0	0.38406	0.6531	4.86	0.68369	1.3642	0.25554	0.15711	0.0183	0.13387	0.00948	0.42572	-26.89406	4.17E+23	8.59E+23	4.59E+22	8.58E+23	AM	4
825	Ti50Cu20Ni24Si4B2	B2.0Si4.0Ti50.0Ni24.0Cu20.0	1.07841	0.5654	6.82	0.4753	1.7252	0.10791	0.09692	0.01142	0.13358	0.01013	0.60045	-29.8816	4.87E+23	7.06E+23	3.58E+22	7.05E+23	AM	4
826	HfTaTiZr	Ti25.0Zr25.0Hf25.0Ta25.0	4.89765	0.88436	4.25	0.10189	1.4175	0.07338	0.04852	0.00727	0.20976	0.01153	16.24906	1.75	2.63E+22	3.20E+22	3.20E+22	0	BCC	0
829	Ti45Zr25Nb25Ta5	Ti45.0Zr25.0Nb25.0Ta5.0	4.75895	0.88278	4.3	0.10657	1.5005	0.06811	0.04584	0.00914	0.17896	0.01	10.54883	2.14	2.92E+22	4.04E+22	4.04E+22	0	BCC	0
830	AlCoCr2FeMo0.5Ni	Al24.375Cr2.0Fe24.375Co24.375Ni24.375Mo0.5	3.19723	0.85464	7.4625	0.35766	1.80631	0.06673	0.06205	0.01368	0.24091	0.01231	1.43015	-13.59272	2.78E+23	3.51E+23	0	3.51E+23	IM	3
831	CoCrFeMnNiV0.75	V0.75Cr19.85Mn19.85Fe19.85Co19.85Ni19.85	12.65687	0.9118	7.9775	0.17956	1.76498	0.07838	0.03284	0.00789	0.11976	0.01365	5.66371	-4.34794	9.38E+22	1.09E+23	1.59E+22	1.07E+23	FCC+IM	9
832	MoNbTaTiV	Ti20.0V20.0Nb20.0Mo20.0Ta20.0	9.35929	0.89323	5	0.12649	1.686	0.14312	0.03781	0.00763	0.18706	0.01338	13.65178	-2.56	4.69E+22	5.20E+22	1.24E+22	5.05E+22	BCC	0
834	AlNbTiVZr0.1	Al24.975Ti24.975V24.975Zr0.1Nb24.975	7.3547	0.80644	4.24975	0.19502	1.59474	0.02167	0.03968	0.00836	0.33654	0.01158	1.39006	-16.26147	2.88E+23	3.59E+23	1.87E+22	3.58E+23	IM	3
836	Cu59.6Zr36.9Al3.5	Al3.5Cu59.6Zr36.9	0.53926	0.78186	8.137	0.42792	1.67952	0.16221	0.11063	0.0076	0.24011	0.0066	0.47541	-22.58949	1.76E+23	5.29E+23	0	5.29E+23	AM	4
837	Gd36Y20Al24Co20	Al24.0Co20.0Y20.0Gd36.0	0.53726	0.68203	4.2	0.57143	1.4384	0.19175	0.14477	0.02328	0.22141	0.01126	0.4951	-34.2784	5.16E+23	7.93E+23	0	7.93E+23	AM	4
838	BiCuMg	Mg33.333333333333336Cu33.333333333333336Bi33.333333333333336	0.88048	0.78781	6	0.62361	1.74333	0.17799	0.10183	0.016	0.35275	0.00913	9.67369	0.88889	4.68E+23	4.68E+23	3.85E+23	2.68E+23	IM	3
839	Hf0.5Mo0.5NbTiZr	Ti33.0Zr33.0Nb33.0Mo0.5Hf0.5	3.72744	0.84047	4.34	0.11156	1.4924	0.08392	0.05067	0.00801	0.15249	0.00957	8.60046	2.534	3.63E+22	4.88E+22	4.72E+22	1.21E+22	BCC	0
840	Al2.5CoCrCuFeNi	Al2.5Cr19.5Fe19.5Co19.5Ni19.5Cu19.5	23.29984	0.85317	8.655	0.22243	1.83035	0.05335	0.02453	0.00421	0.1654	0.01402	13.51417	1.8135	1.92E+23	1.93E+23	1.54E+23	1.16E+23	FCC+BCC	5
841	CoFeNiTi	Ti25.0Fe25.0Co25.0Ni25.0	2.21614	0.83527	7.75	0.29388	1.79	0.0822	0.07213	0.0156	0.04418	0.01153	1.00686	-20.75	3.79E+23	4.80E+23	0	4.80E+23	FCC+IM	9
842	HfMo0.8NbTaTiZr	Ti19.84Zr19.84Nb19.84Mo0.8Hf19.84Ta19.84	5.36696	0.84054	4.4128	0.11519	1.45965	0.09147	0.05045	0.00994	0.18831	0.01366	13.70369	2.51793	3.79E+22	4.41E+22	4.22E+22	1.30E+22	BCC	0
843	Al0.8CoCrNiSi0.2	Al0.8Si0.2Cr33.0Co33.0Ni33.0	51.48126	0.78969	8.282	0.21336	1.81518	0.06197	0.01362	0.00099	0.11713	0.00955	3.19281	-5.63498	1.04E+23	1.36E+23	0	1.36E+23	BCC+IM	8
844	Mg60Cu29Y10Si	Mg60.0Si1.0Cu29.0Y10.0	0.60112	0.62485	4.73	0.85033	1.478	0.18777	0.11413	0.01808	0.25916	0.00783	1.2412	-7.2164	2.56E+23	3.36E+23	0	3.36E+23	AM	4
845	NbTaTi45Zr	Ti45.0Zr18.333333333333332Nb18.333333333333332Ta18.333333333333332	6.09424	0.88244	4.36667	0.11036	1.50517	0.05877	0.04198	0.00943	0.22126	0.01074	13.18601	1.93111	2.53E+22	3.42E+22	3.42E+22	0	BCC	0
846	Ti50Ni15Cu32Sn3	Ti50.0Ni15.0Cu32.0Sn3.0	1.56064	0.75085	7.14	0.46914	1.7233	0.10653	0.07657	0.00827	0.19662	0.00915	0.92817	-16.5552	3.38E+23	4.58E+23	4.80E+22	4.55E+23	AM	4
847	Cu54Ni6Zr22Ti18	Ti18.0Ni6.0Cu54.0Zr22.0	0.96193	0.76032	8.14	0.41625	1.7104	0.14185	0.09943	0.01367	0.20225	0.00951	0.87363	-18.0096	3.25E+23	4.72E+23	3.15E+22	4.71E+23	AM	4
848	Al0.7Cr0.5Fe3.6NiMn3.1C0.09	C0.09Al0.7Cr0.5Mn3.1Fe3.6Ni92.01	6.30951	0.53921	9.7606	0.09284	1.89319	0.03837	0.02213	0.00201	0.07152	0.00309	2.60253	-2.04682	9.51E+22	1.10E+23	1.05E+21	1.10E+23	FCC	1
